winner = 2, loser = 1, round = 27
winner = 3, loser = 66, round = 31
winner = 3, loser = 67, round = 33
winner = 3, loser = 68, round = 26
winner = 1, loser = 4, round = 27
winner = 4, loser = 2, round = 26
winner = 3, loser = 4, round = 36
winner = 5, loser = 4, round = 23
winner = 6, loser = 4, round = 18
winner = 7, loser = 4, round = 27
winner = 4, loser = 8, round = 22
winner = 4, loser = 9, round = 23
winner = 4, loser = 10, round = 32
winner = 4, loser = 11, round = 26
winner = 4, loser = 12, round = 21
winner = 13, loser = 4, round = 28
winner = 4, loser = 14, round = 23
winner = 4, loser = 15, round = 22
winner = 4, loser = 16, round = 24
winner = 17, loser = 4, round = 32
winner = 18, loser = 4, round = 42
winner = 4, loser = 19, round = 25
winner = 4, loser = 20, round = 34
winner = 4, loser = 21, round = 24
winner = 4, loser = 22, round = 27
winner = 4, loser = 23, round = 32
winner = 4, loser = 24, round = 36
winner = 4, loser = 25, round = 23
winner = 26, loser = 4, round = 37
winner = 27, loser = 4, round = 28
winner = 28, loser = 4, round = 23
winner = 4, loser = 29, round = 22
winner = 30, loser = 4, round = 34
winner = 4, loser = 31, round = 32
winner = 4, loser = 32, round = 25
winner = 33, loser = 4, round = 19
winner = 4, loser = 34, round = 23
winner = 4, loser = 35, round = 26
winner = 4, loser = 36, round = 23
winner = 4, loser = 37, round = 33
winner = 4, loser = 38, round = 32
winner = 4, loser = 39, round = 29
winner = 40, loser = 4, round = 34
winner = 4, loser = 41, round = 28
winner = 42, loser = 4, round = 28
winner = 43, loser = 4, round = 32
winner = 4, loser = 44, round = 28
winner = 45, loser = 4, round = 27
winner = 46, loser = 4, round = 33
winner = 4, loser = 47, round = 20
winner = 4, loser = 48, round = 29
winner = 49, loser = 4, round = 26
winner = 50, loser = 4, round = 36
winner = 4, loser = 51, round = 25
winner = 4, loser = 52, round = 18
winner = 53, loser = 4, round = 26
winner = 4, loser = 54, round = 34
winner = 55, loser = 4, round = 39
winner = 4, loser = 56, round = 30
winner = 4, loser = 57, round = 31
winner = 4, loser = 58, round = 18
winner = 59, loser = 4, round = 29
winner = 4, loser = 60, round = 32
winner = 61, loser = 4, round = 27
winner = 4, loser = 62, round = 24
winner = 4, loser = 63, round = 30
winner = 64, loser = 4, round = 29
winner = 65, loser = 4, round = 39
winner = 66, loser = 4, round = 29
winner = 4, loser = 67, round = 23
winner = 4, loser = 68, round = 25
winner = 1, loser = 5, round = 29
winner = 2, loser = 5, round = 22
winner = 3, loser = 5, round = 31
winner = 4, loser = 5, round = 22
winner = 6, loser = 5, round = 31
winner = 7, loser = 5, round = 20
winner = 5, loser = 8, round = 27
winner = 9, loser = 5, round = 19
winner = 5, loser = 10, round = 33
winner = 5, loser = 11, round = 18
winner = 12, loser = 5, round = 18
winner = 13, loser = 5, round = 20
winner = 5, loser = 14, round = 35
winner = 15, loser = 5, round = 32
winner = 5, loser = 16, round = 28
winner = 5, loser = 17, round = 31
winner = 18, loser = 5, round = 29
winner = 19, loser = 5, round = 22
winner = 20, loser = 5, round = 24
winner = 21, loser = 5, round = 32
winner = 22, loser = 5, round = 25
winner = 23, loser = 5, round = 32
winner = 5, loser = 24, round = 18
winner = 25, loser = 5, round = 20
winner = 26, loser = 5, round = 31
winner = 27, loser = 5, round = 23
winner = 5, loser = 28, round = 20
winner = 29, loser = 5, round = 21
winner = 30, loser = 5, round = 24
winner = 31, loser = 5, round = 32
winner = 5, loser = 32, round = 27
winner = 33, loser = 5, round = 32
winner = 34, loser = 5, round = 24
winner = 35, loser = 5, round = 26
winner = 36, loser = 5, round = 27
winner = 37, loser = 5, round = 30
winner = 5, loser = 38, round = 23
winner = 39, loser = 5, round = 27
winner = 40, loser = 5, round = 31
winner = 41, loser = 5, round = 32
winner = 42, loser = 5, round = 33
winner = 43, loser = 5, round = 30
winner = 44, loser = 5, round = 26
winner = 5, loser = 45, round = 18
winner = 46, loser = 5, round = 27
winner = 47, loser = 5, round = 27
winner = 5, loser = 48, round = 22
winner = 49, loser = 5, round = 18
winner = 50, loser = 5, round = 34
winner = 5, loser = 51, round = 25
winner = 5, loser = 52, round = 18
winner = 53, loser = 5, round = 27
winner = 5, loser = 54, round = 18
winner = 55, loser = 5, round = 31
winner = 5, loser = 56, round = 28
winner = 5, loser = 57, round = 25
winner = 58, loser = 5, round = 30
winner = 59, loser = 5, round = 34
winner = 60, loser = 5, round = 26
winner = 61, loser = 5, round = 32
winner = 62, loser = 5, round = 31
winner = 63, loser = 5, round = 23
winner = 64, loser = 5, round = 24
winner = 5, loser = 65, round = 24
winner = 66, loser = 5, round = 19
winner = 67, loser = 5, round = 32
winner = 68, loser = 5, round = 32
winner = 1, loser = 6, round = 20
winner = 2, loser = 6, round = 36
winner = 3, loser = 6, round = 32
winner = 4, loser = 6, round = 34
winner = 6, loser = 5, round = 32
winner = 7, loser = 6, round = 38
winner = 6, loser = 8, round = 20
winner = 6, loser = 9, round = 18
winner = 6, loser = 10, round = 24
winner = 6, loser = 11, round = 24
winner = 12, loser = 6, round = 27
winner = 6, loser = 13, round = 24
winner = 14, loser = 6, round = 32
winner = 15, loser = 6, round = 24
winner = 16, loser = 6, round = 21
winner = 17, loser = 6, round = 30
winner = 18, loser = 6, round = 29
winner = 19, loser = 6, round = 21
winner = 20, loser = 6, round = 19
winner = 6, loser = 21, round = 28
winner = 6, loser = 22, round = 23
winner = 23, loser = 6, round = 37
winner = 6, loser = 24, round = 22
winner = 25, loser = 6, round = 19
winner = 26, loser = 6, round = 30
winner = 27, loser = 6, round = 33
winner = 28, loser = 6, round = 25
winner = 29, loser = 6, round = 24
winner = 30, loser = 6, round = 24
winner = 6, loser = 31, round = 29
winner = 6, loser = 32, round = 19
winner = 33, loser = 6, round = 38
winner = 34, loser = 6, round = 26
winner = 6, loser = 35, round = 22
winner = 6, loser = 36, round = 36
winner = 37, loser = 6, round = 28
winner = 6, loser = 38, round = 24
winner = 39, loser = 6, round = 25
winner = 40, loser = 6, round = 28
winner = 41, loser = 6, round = 36
winner = 42, loser = 6, round = 30
winner = 43, loser = 6, round = 36
winner = 6, loser = 44, round = 30
winner = 6, loser = 45, round = 33
winner = 46, loser = 6, round = 35
winner = 6, loser = 47, round = 25
winner = 6, loser = 48, round = 25
winner = 49, loser = 6, round = 26
winner = 6, loser = 50, round = 27
winner = 51, loser = 6, round = 18
winner = 6, loser = 52, round = 22
winner = 53, loser = 6, round = 38
winner = 54, loser = 6, round = 18
winner = 55, loser = 6, round = 27
winner = 56, loser = 6, round = 31
winner = 6, loser = 57, round = 33
winner = 6, loser = 58, round = 18
winner = 59, loser = 6, round = 19
winner = 60, loser = 6, round = 24
winner = 61, loser = 6, round = 28
winner = 62, loser = 6, round = 24
winner = 6, loser = 63, round = 37
winner = 6, loser = 64, round = 32
winner = 65, loser = 6, round = 41
winner = 66, loser = 6, round = 34
winner = 67, loser = 6, round = 21
winner = 68, loser = 6, round = 18
winner = 1, loser = 7, round = 27
winner = 7, loser = 2, round = 25
winner = 3, loser = 7, round = 33
winner = 7, loser = 4, round = 18
winner = 7, loser = 5, round = 26
winner = 7, loser = 6, round = 40
winner = 7, loser = 8, round = 23
winner = 7, loser = 9, round = 20
winner = 7, loser = 10, round = 34
winner = 7, loser = 11, round = 29
winner = 7, loser = 12, round = 26
winner = 7, loser = 13, round = 19
winner = 7, loser = 14, round = 22
winner = 7, loser = 15, round = 27
winner = 7, loser = 16, round = 24
winner = 7, loser = 17, round = 24
winner = 7, loser = 18, round = 32
winner = 19, loser = 7, round = 28
winner = 20, loser = 7, round = 22
winner = 7, loser = 21, round = 20
winner = 22, loser = 7, round = 18
winner = 23, loser = 7, round = 34
winner = 24, loser = 7, round = 36
winner = 25, loser = 7, round = 23
winner = 7, loser = 26, round = 26
winner = 27, loser = 7, round = 31
winner = 7, loser = 28, round = 27
winner = 7, loser = 29, round = 23
winner = 30, loser = 7, round = 33
winner = 31, loser = 7, round = 32
winner = 32, loser = 7, round = 21
winner = 33, loser = 7, round = 18
winner = 7, loser = 34, round = 27
winner = 35, loser = 7, round = 27
winner = 7, loser = 36, round = 21
winner = 37, loser = 7, round = 36
winner = 7, loser = 38, round = 26
winner = 39, loser = 7, round = 22
winner = 7, loser = 40, round = 31
winner = 41, loser = 7, round = 18
winner = 42, loser = 7, round = 43
winner = 43, loser = 7, round = 36
winner = 7, loser = 44, round = 18
winner = 7, loser = 45, round = 24
winner = 7, loser = 46, round = 20
winner = 47, loser = 7, round = 18
winner = 7, loser = 48, round = 40
winner = 7, loser = 49, round = 19
winner = 50, loser = 7, round = 39
winner = 7, loser = 51, round = 18
winner = 7, loser = 52, round = 26
winner = 53, loser = 7, round = 36
winner = 54, loser = 7, round = 23
winner = 55, loser = 7, round = 31
winner = 56, loser = 7, round = 27
winner = 57, loser = 7, round = 25
winner = 58, loser = 7, round = 30
winner = 7, loser = 59, round = 22
winner = 60, loser = 7, round = 22
winner = 61, loser = 7, round = 30
winner = 7, loser = 62, round = 29
winner = 7, loser = 63, round = 25
winner = 64, loser = 7, round = 24
winner = 65, loser = 7, round = 39
winner = 7, loser = 66, round = 27
winner = 67, loser = 7, round = 35
winner = 68, loser = 7, round = 22
winner = 1, loser = 8, round = 24
winner = 2, loser = 8, round = 25
winner = 3, loser = 8, round = 34
winner = 4, loser = 8, round = 19
winner = 8, loser = 5, round = 28
winner = 6, loser = 8, round = 31
winner = 8, loser = 7, round = 22
winner = 9, loser = 8, round = 23
winner = 10, loser = 8, round = 20
winner = 8, loser = 11, round = 29
winner = 8, loser = 12, round = 22
winner = 8, loser = 13, round = 34
winner = 14, loser = 8, round = 27
winner = 8, loser = 15, round = 23
winner = 16, loser = 8, round = 20
winner = 8, loser = 17, round = 26
winner = 8, loser = 18, round = 27
winner = 8, loser = 19, round = 29
winner = 8, loser = 20, round = 24
winner = 21, loser = 8, round = 30
winner = 8, loser = 22, round = 19
winner = 23, loser = 8, round = 33
winner = 24, loser = 8, round = 22
winner = 25, loser = 8, round = 18
winner = 26, loser = 8, round = 36
winner = 27, loser = 8, round = 18
winner = 28, loser = 8, round = 28
winner = 8, loser = 29, round = 18
winner = 30, loser = 8, round = 20
winner = 31, loser = 8, round = 21
winner = 32, loser = 8, round = 32
winner = 33, loser = 8, round = 30
winner = 34, loser = 8, round = 20
winner = 35, loser = 8, round = 25
winner = 8, loser = 36, round = 18
winner = 37, loser = 8, round = 39
winner = 8, loser = 38, round = 18
winner = 39, loser = 8, round = 34
winner = 40, loser = 8, round = 38
winner = 41, loser = 8, round = 20
winner = 42, loser = 8, round = 37
winner = 43, loser = 8, round = 30
winner = 8, loser = 44, round = 19
winner = 8, loser = 45, round = 21
winner = 46, loser = 8, round = 22
winner = 8, loser = 47, round = 24
winner = 8, loser = 48, round = 27
winner = 49, loser = 8, round = 26
winner = 50, loser = 8, round = 36
winner = 51, loser = 8, round = 32
winner = 52, loser = 8, round = 25
winner = 8, loser = 53, round = 27
winner = 8, loser = 54, round = 31
winner = 55, loser = 8, round = 34
winner = 8, loser = 56, round = 27
winner = 57, loser = 8, round = 23
winner = 8, loser = 58, round = 26
winner = 59, loser = 8, round = 33
winner = 60, loser = 8, round = 28
winner = 61, loser = 8, round = 34
winner = 62, loser = 8, round = 18
winner = 63, loser = 8, round = 18
winner = 64, loser = 8, round = 18
winner = 8, loser = 65, round = 30
winner = 66, loser = 8, round = 25
winner = 67, loser = 8, round = 21
winner = 68, loser = 8, round = 26
winner = 9, loser = 1, round = 19
winner = 2, loser = 9, round = 34
winner = 3, loser = 9, round = 36
winner = 4, loser = 9, round = 22
winner = 5, loser = 9, round = 18
winner = 9, loser = 6, round = 21
winner = 7, loser = 9, round = 23
winner = 9, loser = 8, round = 18
winner = 10, loser = 9, round = 27
winner = 9, loser = 11, round = 23
winner = 9, loser = 12, round = 18
winner = 13, loser = 9, round = 26
winner = 9, loser = 14, round = 31
winner = 9, loser = 15, round = 21
winner = 16, loser = 9, round = 30
winner = 9, loser = 17, round = 28
winner = 18, loser = 9, round = 26
winner = 9, loser = 19, round = 36
winner = 9, loser = 20, round = 28
winner = 21, loser = 9, round = 21
winner = 9, loser = 22, round = 22
winner = 23, loser = 9, round = 22
winner = 24, loser = 9, round = 23
winner = 25, loser = 9, round = 28
winner = 26, loser = 9, round = 32
winner = 27, loser = 9, round = 27
winner = 9, loser = 28, round = 18
winner = 29, loser = 9, round = 18
winner = 30, loser = 9, round = 32
winner = 31, loser = 9, round = 32
winner = 9, loser = 32, round = 19
winner = 9, loser = 33, round = 34
winner = 34, loser = 9, round = 20
winner = 35, loser = 9, round = 27
winner = 36, loser = 9, round = 22
winner = 37, loser = 9, round = 35
winner = 38, loser = 9, round = 31
winner = 39, loser = 9, round = 18
winner = 40, loser = 9, round = 37
winner = 41, loser = 9, round = 22
winner = 42, loser = 9, round = 29
winner = 43, loser = 9, round = 36
winner = 44, loser = 9, round = 27
winner = 45, loser = 9, round = 27
winner = 46, loser = 9, round = 22
winner = 47, loser = 9, round = 26
winner = 48, loser = 9, round = 18
winner = 9, loser = 49, round = 33
winner = 50, loser = 9, round = 35
winner = 9, loser = 51, round = 25
winner = 9, loser = 52, round = 30
winner = 53, loser = 9, round = 27
winner = 9, loser = 54, round = 18
winner = 55, loser = 9, round = 34
winner = 56, loser = 9, round = 23
winner = 9, loser = 57, round = 29
winner = 9, loser = 58, round = 19
winner = 59, loser = 9, round = 28
winner = 60, loser = 9, round = 29
winner = 61, loser = 9, round = 27
winner = 62, loser = 9, round = 19
winner = 9, loser = 63, round = 18
winner = 64, loser = 9, round = 25
winner = 65, loser = 9, round = 33
winner = 66, loser = 9, round = 26
winner = 67, loser = 9, round = 21
winner = 68, loser = 9, round = 26
winner = 1, loser = 10, round = 28
winner = 2, loser = 10, round = 31
winner = 3, loser = 10, round = 38
winner = 4, loser = 10, round = 18
winner = 5, loser = 10, round = 27
winner = 10, loser = 6, round = 18
winner = 7, loser = 10, round = 24
winner = 10, loser = 8, round = 25
winner = 10, loser = 9, round = 33
winner = 10, loser = 11, round = 24
winner = 12, loser = 10, round = 30
winner = 10, loser = 13, round = 18
winner = 14, loser = 10, round = 28
winner = 10, loser = 15, round = 18
winner = 16, loser = 10, round = 20
winner = 17, loser = 10, round = 19
winner = 18, loser = 10, round = 24
winner = 19, loser = 10, round = 29
winner = 20, loser = 10, round = 22
winner = 21, loser = 10, round = 26
winner = 22, loser = 10, round = 24
winner = 23, loser = 10, round = 39
winner = 24, loser = 10, round = 31
winner = 25, loser = 10, round = 23
winner = 26, loser = 10, round = 18
winner = 27, loser = 10, round = 30
winner = 28, loser = 10, round = 21
winner = 29, loser = 10, round = 26
winner = 30, loser = 10, round = 41
winner = 31, loser = 10, round = 40
winner = 32, loser = 10, round = 21
winner = 33, loser = 10, round = 18
winner = 34, loser = 10, round = 26
winner = 35, loser = 10, round = 18
winner = 36, loser = 10, round = 25
winner = 37, loser = 10, round = 43
winner = 10, loser = 38, round = 25
winner = 39, loser = 10, round = 30
winner = 40, loser = 10, round = 31
winner = 41, loser = 10, round = 36
winner = 42, loser = 10, round = 37
winner = 43, loser = 10, round = 45
winner = 44, loser = 10, round = 23
winner = 10, loser = 45, round = 25
winner = 46, loser = 10, round = 36
winner = 47, loser = 10, round = 20
winner = 48, loser = 10, round = 27
winner = 49, loser = 10, round = 24
winner = 50, loser = 10, round = 37
winner = 10, loser = 51, round = 26
winner = 52, loser = 10, round = 22
winner = 53, loser = 10, round = 29
winner = 10, loser = 54, round = 25
winner = 55, loser = 10, round = 33
winner = 56, loser = 10, round = 31
winner = 10, loser = 57, round = 33
winner = 10, loser = 58, round = 18
winner = 10, loser = 59, round = 22
winner = 60, loser = 10, round = 19
winner = 61, loser = 10, round = 25
winner = 62, loser = 10, round = 28
winner = 10, loser = 63, round = 18
winner = 64, loser = 10, round = 28
winner = 65, loser = 10, round = 34
winner = 66, loser = 10, round = 26
winner = 67, loser = 10, round = 34
winner = 68, loser = 10, round = 25
winner = 1, loser = 11, round = 24
winner = 2, loser = 11, round = 21
winner = 3, loser = 11, round = 37
winner = 4, loser = 11, round = 18
winner = 5, loser = 11, round = 21
winner = 11, loser = 6, round = 22
winner = 11, loser = 7, round = 22
winner = 11, loser = 8, round = 20
winner = 9, loser = 11, round = 25
winner = 11, loser = 10, round = 18
winner = 12, loser = 11, round = 18
winner = 11, loser = 13, round = 34
winner = 14, loser = 11, round = 27
winner = 15, loser = 11, round = 26
winner = 16, loser = 11, round = 18
winner = 17, loser = 11, round = 18
winner = 11, loser = 18, round = 24
winner = 19, loser = 11, round = 23
winner = 20, loser = 11, round = 18
winner = 21, loser = 11, round = 30
winner = 11, loser = 22, round = 18
winner = 23, loser = 11, round = 36
winner = 24, loser = 11, round = 28
winner = 11, loser = 25, round = 21
winner = 26, loser = 11, round = 28
winner = 27, loser = 11, round = 27
winner = 11, loser = 28, round = 23
winner = 29, loser = 11, round = 29
winner = 30, loser = 11, round = 28
winner = 31, loser = 11, round = 23
winner = 32, loser = 11, round = 18
winner = 33, loser = 11, round = 27
winner = 34, loser = 11, round = 21
winner = 35, loser = 11, round = 24
winner = 36, loser = 11, round = 29
winner = 37, loser = 11, round = 29
winner = 11, loser = 38, round = 21
winner = 39, loser = 11, round = 18
winner = 40, loser = 11, round = 32
winner = 41, loser = 11, round = 27
winner = 42, loser = 11, round = 29
winner = 43, loser = 11, round = 31
winner = 44, loser = 11, round = 28
winner = 11, loser = 45, round = 29
winner = 46, loser = 11, round = 25
winner = 47, loser = 11, round = 29
winner = 48, loser = 11, round = 25
winner = 11, loser = 49, round = 18
winner = 50, loser = 11, round = 34
winner = 11, loser = 51, round = 19
winner = 52, loser = 11, round = 33
winner = 53, loser = 11, round = 29
winner = 11, loser = 54, round = 25
winner = 55, loser = 11, round = 34
winner = 56, loser = 11, round = 26
winner = 57, loser = 11, round = 18
winner = 11, loser = 58, round = 20
winner = 11, loser = 59, round = 27
winner = 60, loser = 11, round = 24
winner = 61, loser = 11, round = 34
winner = 62, loser = 11, round = 29
winner = 63, loser = 11, round = 24
winner = 64, loser = 11, round = 23
winner = 65, loser = 11, round = 37
winner = 66, loser = 11, round = 25
winner = 67, loser = 11, round = 28
winner = 11, loser = 68, round = 27
winner = 1, loser = 12, round = 32
winner = 2, loser = 12, round = 41
winner = 3, loser = 12, round = 23
winner = 4, loser = 12, round = 22
winner = 12, loser = 5, round = 20
winner = 12, loser = 6, round = 18
winner = 12, loser = 7, round = 33
winner = 12, loser = 8, round = 18
winner = 9, loser = 12, round = 28
winner = 12, loser = 10, round = 25
winner = 11, loser = 12, round = 21
winner = 13, loser = 12, round = 22
winner = 14, loser = 12, round = 19
winner = 15, loser = 12, round = 25
winner = 16, loser = 12, round = 25
winner = 17, loser = 12, round = 26
winner = 18, loser = 12, round = 29
winner = 12, loser = 19, round = 28
winner = 20, loser = 12, round = 26
winner = 21, loser = 12, round = 29
winner = 22, loser = 12, round = 34
winner = 23, loser = 12, round = 43
winner = 12, loser = 24, round = 29
winner = 12, loser = 25, round = 18
winner = 12, loser = 26, round = 22
winner = 27, loser = 12, round = 33
winner = 12, loser = 28, round = 18
winner = 12, loser = 29, round = 22
winner = 30, loser = 12, round = 30
winner = 31, loser = 12, round = 21
winner = 32, loser = 12, round = 34
winner = 33, loser = 12, round = 18
winner = 34, loser = 12, round = 23
winner = 12, loser = 35, round = 35
winner = 36, loser = 12, round = 29
winner = 37, loser = 12, round = 27
winner = 12, loser = 38, round = 28
winner = 39, loser = 12, round = 24
winner = 12, loser = 40, round = 25
winner = 41, loser = 12, round = 39
winner = 42, loser = 12, round = 30
winner = 43, loser = 12, round = 24
winner = 44, loser = 12, round = 25
winner = 12, loser = 45, round = 22
winner = 46, loser = 12, round = 31
winner = 12, loser = 47, round = 31
winner = 12, loser = 48, round = 25
winner = 49, loser = 12, round = 18
winner = 50, loser = 12, round = 24
winner = 12, loser = 51, round = 26
winner = 12, loser = 52, round = 25
winner = 53, loser = 12, round = 27
winner = 12, loser = 54, round = 24
winner = 55, loser = 12, round = 37
winner = 56, loser = 12, round = 27
winner = 12, loser = 57, round = 26
winner = 12, loser = 58, round = 25
winner = 59, loser = 12, round = 26
winner = 60, loser = 12, round = 33
winner = 61, loser = 12, round = 28
winner = 12, loser = 62, round = 18
winner = 63, loser = 12, round = 26
winner = 64, loser = 12, round = 21
winner = 65, loser = 12, round = 37
winner = 66, loser = 12, round = 24
winner = 67, loser = 12, round = 21
winner = 68, loser = 12, round = 28
winner = 1, loser = 13, round = 34
winner = 2, loser = 13, round = 31
winner = 3, loser = 13, round = 29
winner = 4, loser = 13, round = 25
winner = 5, loser = 13, round = 25
winner = 6, loser = 13, round = 25
winner = 7, loser = 13, round = 27
winner = 8, loser = 13, round = 24
winner = 13, loser = 9, round = 36
winner = 13, loser = 10, round = 19
winner = 13, loser = 11, round = 19
winner = 12, loser = 13, round = 22
winner = 14, loser = 13, round = 29
winner = 13, loser = 15, round = 25
winner = 16, loser = 13, round = 29
winner = 13, loser = 17, round = 25
winner = 18, loser = 13, round = 25
winner = 13, loser = 19, round = 18
