winner = 2, loser = 1, round = 24
winner = 9, loser = 8, round = 24
winner = 8, loser = 10, round = 37
winner = 8, loser = 11, round = 44
winner = 12, loser = 8, round = 21
winner = 8, loser = 13, round = 43
winner = 8, loser = 14, round = 34
winner = 8, loser = 15, round = 33
winner = 16, loser = 8, round = 34
winner = 9, loser = 1, round = 35
winner = 9, loser = 2, round = 29
winner = 3, loser = 9, round = 30
winner = 4, loser = 9, round = 32
winner = 9, loser = 5, round = 34
winner = 9, loser = 6, round = 21
winner = 9, loser = 7, round = 21
winner = 9, loser = 8, round = 29
winner = 10, loser = 9, round = 18
winner = 11, loser = 9, round = 27
winner = 12, loser = 9, round = 26
winner = 13, loser = 9, round = 42
winner = 9, loser = 14, round = 25
winner = 15, loser = 9, round = 24
winner = 16, loser = 9, round = 46
winner = 1, loser = 10, round = 28
winner = 2, loser = 10, round = 18
winner = 3, loser = 10, round = 26
winner = 4, loser = 10, round = 40
winner = 10, loser = 5, round = 19
winner = 10, loser = 6, round = 23
winner = 7, loser = 10, round = 24
winner = 8, loser = 10, round = 44
winner = 9, loser = 10, round = 19
winner = 11, loser = 10, round = 37
winner = 10, loser = 12, round = 33
winner = 13, loser = 10, round = 20
winner = 14, loser = 10, round = 18
winner = 15, loser = 10, round = 30
winner = 10, loser = 16, round = 24
winner = 11, loser = 1, round = 29
winner = 11, loser = 2, round = 22
winner = 3, loser = 11, round = 21
winner = 11, loser = 4, round = 34
winner = 11, loser = 5, round = 27
winner = 6, loser = 11, round = 23
winner = 11, loser = 7, round = 29
winner = 8, loser = 11, round = 33
winner = 9, loser = 11, round = 25
winner = 11, loser = 10, round = 31
winner = 12, loser = 11, round = 24
winner = 13, loser = 11, round = 48
winner = 11, loser = 14, round = 21
winner = 15, loser = 11, round = 26
winner = 16, loser = 11, round = 34
winner = 1, loser = 12, round = 28
winner = 2, loser = 12, round = 22
winner = 3, loser = 12, round = 25
winner = 4, loser = 12, round = 30
winner = 5, loser = 12, round = 26
winner = 6, loser = 12, round = 20
winner = 7, loser = 12, round = 21
winner = 8, loser = 12, round = 36
winner = 9, loser = 12, round = 18
winner = 12, loser = 10, round = 18
winner = 11, loser = 12, round = 31
winner = 12, loser = 13, round = 26
winner = 14, loser = 12, round = 23
winner = 15, loser = 12, round = 24
winner = 16, loser = 12, round = 28
winner = 1, loser = 13, round = 29
winner = 13, loser = 2, round = 46
winner = 13, loser = 3, round = 37
winner = 13, loser = 4, round = 42
winner = 13, loser = 5, round = 39
winner = 13, loser = 6, round = 38
winner = 13, loser = 7, round = 41
winner = 8, loser = 13, round = 39
winner = 13, loser = 9, round = 37
winner = 13, loser = 10, round = 32
winner = 11, loser = 13, round = 34
winner = 13, loser = 12, round = 29
winner = 13, loser = 14, round = 43
winner = 13, loser = 15, round = 32
winner = 16, loser = 13, round = 48
winner = 14, loser = 1, round = 30
winner = 2, loser = 14, round = 22
winner = 3, loser = 14, round = 31
winner = 4, loser = 14, round = 23
winner = 5, loser = 14, round = 27
winner = 14, loser = 6, round = 26
winner = 14, loser = 7, round = 23
winner = 8, loser = 14, round = 39
winner = 14, loser = 9, round = 26
winner = 10, loser = 14, round = 26
winner = 11, loser = 14, round = 28
winner = 12, loser = 14, round = 22
winner = 13, loser = 14, round = 32
winner = 15, loser = 14, round = 30
winner = 16, loser = 14, round = 36
winner = 1, loser = 15, round = 18
winner = 15, loser = 2, round = 33
winner = 15, loser = 3, round = 25
winner = 15, loser = 4, round = 25
winner = 15, loser = 5, round = 28
winner = 15, loser = 6, round = 30
winner = 15, loser = 7, round = 28
winner = 8, loser = 15, round = 45
winner = 15, loser = 9, round = 29
winner = 15, loser = 10, round = 29
winner = 15, loser = 11, round = 19
winner = 15, loser = 12, round = 20
winner = 15, loser = 13, round = 24
winner = 15, loser = 14, round = 35
winner = 16, loser = 15, round = 48
winner = 16, loser = 1, round = 43
winner = 16, loser = 2, round = 44
winner = 16, loser = 3, round = 34
winner = 4, loser = 16, round = 31
winner = 16, loser = 5, round = 41
winner = 16, loser = 6, round = 47
winner = 16, loser = 7, round = 48
winner = 16, loser = 8, round = 30
winner = 16, loser = 9, round = 39
winner = 16, loser = 10, round = 42
winner = 16, loser = 11, round = 33
winner = 16, loser = 12, round = 36
winner = 16, loser = 13, round = 42
winner = 16, loser = 14, round = 48
winner = 16, loser = 15, round = 36
